,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
591,Punta Arenas,-53.15,-70.9167,51.91,62,0,11.5,CL,2022-02-13 00:41:07
592,Pitimbu,-7.4706,-34.8086,81.19,78,31,9.75,BR,2022-02-13 00:45:34
593,Husavik,66.0449,-17.3389,21.11,88,52,10.18,IS,2022-02-13 00:45:33
594,Codrington,-38.2667,141.9667,85.75,25,100,14.05,AU,2022-02-13 00:44:38
595,Fort Nelson,58.8053,-122.7002,17.19,73,75,6.91,CA,2022-02-13 00:43:20
596,Lewistown,40.5992,-77.5714,40.89,81,100,6.91,US,2022-02-13 00:45:35
597,Hithadhoo,-0.6,73.0833,81.19,70,43,11.23,MV,2022-02-13 00:43:19
598,Alugan,12.2188,125.4808,78.62,86,93,14.9,PH,2022-02-13 00:45:35
599,Filingue,14.3521,3.3168,69.51,11,0,8.97,NE,2022-02-13 00:45:36
600,Broken Hill,-31.95,141.4333,85.71,26,100,18.41,AU,2022-02-13 00:45:36
601,Teya,60.3778,92.6267,-18.2,99,29,2.24,RU,2022-02-13 00:45:36
602,East London,-33.0153,27.9116,75.09,86,20,2.66,ZA,2022-02-13 00:43:56
603,Inirida,3.8653,-67.9239,77.16,81,97,2.35,CO,2022-02-13 00:44:58
604,Jatai,-17.8814,-51.7144,69.15,94,5,2.95,BR,2022-02-13 00:45:37
605,Hambantota,6.1241,81.1185,75.54,100,20,3.44,LK,2022-02-13 00:43:12
606,Ushuaia,-54.8,-68.3,46.06,61,20,20.71,AR,2022-02-13 00:42:36
607,Hilo,19.7297,-155.09,78.53,71,40,9.22,US,2022-02-13 00:39:15
608,Mar Del Plata,-38.0023,-57.5575,62.87,75,20,7.0,AR,2022-02-13 00:40:48
609,Hilo,19.7297,-155.09,78.53,71,40,9.22,US,2022-02-13 00:39:15
610,Barcelos,41.5388,-8.6151,47.91,93,17,1.68,PT,2022-02-13 00:45:37
611,Bengkulu,-3.8004,102.2655,79.07,75,89,3.58,ID,2022-02-13 00:45:38
612,Busselton,-33.65,115.3333,68.04,50,0,10.92,AU,2022-02-13 00:43:41
613,Sambava,-14.2667,50.1667,73.15,91,16,5.91,MG,2022-02-13 00:45:39
614,Cape Town,-33.9258,18.4232,69.89,78,0,10.36,ZA,2022-02-13 00:43:04
615,Cape Town,-33.9258,18.4232,69.89,78,0,10.36,ZA,2022-02-13 00:43:04
616,Hermanus,-34.4187,19.2345,66.9,80,87,5.82,ZA,2022-02-13 00:43:34
617,Pontianak,-0.0333,109.3333,75.18,94,40,3.44,ID,2022-02-13 00:45:40
618,Teahupoo,-17.8333,-149.2667,82.36,76,84,12.64,PF,2022-02-13 00:45:40
619,Atuona,-9.8,-139.0333,77.67,77,14,12.33,PF,2022-02-13 00:43:03
620,Rikitea,-23.1203,-134.9692,78.84,71,0,16.82,PF,2022-02-13 00:43:00
621,Isangel,-19.55,169.2667,86.11,74,75,1.21,VU,2022-02-13 00:44:36
622,Atuona,-9.8,-139.0333,77.67,77,14,12.33,PF,2022-02-13 00:43:03
623,Bredasdorp,-34.5322,20.0403,67.32,83,97,5.75,ZA,2022-02-13 00:44:18
624,Ginir,7.1333,40.7,57.27,44,10,2.73,ET,2022-02-13 00:45:41
625,Ancud,-41.8697,-73.8203,67.53,87,37,1.83,CL,2022-02-13 00:44:26
626,Kahului,20.8947,-156.47,82.42,63,40,17.27,US,2022-02-13 00:43:54
627,Tilichiki,60.4667,166.1,-13.41,87,12,8.95,RU,2022-02-13 00:45:42
628,Avarua,-21.2078,-159.775,78.85,73,75,4.61,CK,2022-02-13 00:43:00
629,La Ronge,55.1001,-105.2842,-10.95,70,20,4.61,CA,2022-02-13 00:45:43
630,Mataura,-46.1927,168.8643,53.47,95,100,4.16,NZ,2022-02-13 00:43:08
631,Jamestown,42.097,-79.2353,20.3,79,100,10.36,US,2022-02-13 00:42:47
632,Mehamn,71.0357,27.8492,26.37,70,76,15.73,NO,2022-02-13 00:45:44
633,Longyearbyen,78.2186,15.6401,10.24,72,0,9.22,SJ,2022-02-13 00:42:58
634,Punta Arenas,-53.15,-70.9167,51.91,62,0,11.5,CL,2022-02-13 00:41:07
635,Kaitangata,-46.2817,169.8464,55.92,73,100,9.91,NZ,2022-02-13 00:43:35
636,Lebu,-37.6167,-73.65,58.12,90,100,8.61,CL,2022-02-13 00:43:04
637,Quatre Cocos,-20.2078,57.7625,77.11,86,13,13.71,MU,2022-02-13 00:45:45
638,Kokoda,-8.8785,147.7407,81.18,79,82,1.25,PG,2022-02-13 00:45:46
639,Avarua,-21.2078,-159.775,78.85,73,75,4.61,CK,2022-02-13 00:43:00
640,Asau,46.4333,26.4,27.75,93,32,2.91,RO,2022-02-13 00:43:52
641,Khatanga,71.9667,102.5,-18.24,89,71,2.71,RU,2022-02-13 00:43:31
642,Hilo,19.7297,-155.09,78.53,71,40,9.22,US,2022-02-13 00:39:15
643,Alanya,36.5438,31.9998,44.73,49,45,6.85,TR,2022-02-13 00:45:47
644,Rikitea,-23.1203,-134.9692,78.84,71,0,16.82,PF,2022-02-13 00:43:00
645,Pedasi,7.5333,-80.0333,76.06,70,6,21.21,PA,2022-02-13 00:45:47
646,Virginia Beach,36.8529,-75.978,62.65,54,75,5.75,US,2022-02-13 00:43:26
647,Puerto Ayora,-0.7393,-90.3518,75.54,93,47,1.99,EC,2022-02-13 00:43:01
648,Kaitangata,-46.2817,169.8464,55.92,73,100,9.91,NZ,2022-02-13 00:43:35
649,Vanimo,-2.6741,141.3028,82.85,76,14,1.86,PG,2022-02-13 00:45:48
650,Baykit,61.67,96.37,-16.51,100,47,2.59,RU,2022-02-13 00:45:49
651,Port Alfred,-33.5906,26.891,75.36,93,100,16.15,ZA,2022-02-13 00:42:58
652,Ushuaia,-54.8,-68.3,46.06,61,20,20.71,AR,2022-02-13 00:42:36
653,Gualaceo,-2.9,-78.7833,62.26,94,100,2.93,EC,2022-02-13 00:45:50
654,Sept-Iles,50.2001,-66.3821,27.03,80,100,12.66,CA,2022-02-13 00:42:17
655,Cap Malheureux,-19.9842,57.6142,77.49,88,15,5.99,MU,2022-02-13 00:45:50
656,Ushuaia,-54.8,-68.3,46.06,61,20,20.71,AR,2022-02-13 00:42:36
657,Mananjary,-21.2167,48.3333,73.17,84,93,9.62,MG,2022-02-13 00:45:51
658,Vaini,-21.2,-175.2,86.16,79,20,10.36,TO,2022-02-13 00:43:58
659,Albany,42.6001,-73.9662,34.38,67,91,1.01,US,2022-02-13 00:41:08
660,Puerto Ayora,-0.7393,-90.3518,75.54,93,47,1.99,EC,2022-02-13 00:43:01
661,Avarua,-21.2078,-159.775,78.85,73,75,4.61,CK,2022-02-13 00:43:00
662,Chuy,-33.6971,-53.4616,67.42,94,100,10.58,UY,2022-02-13 00:45:52
663,East London,-33.0153,27.9116,75.09,86,20,2.66,ZA,2022-02-13 00:43:56
664,Ushuaia,-54.8,-68.3,46.06,61,20,20.71,AR,2022-02-13 00:42:36
665,Santa Cruz De Tenerife,28.4682,-16.2546,65.71,87,0,8.05,ES,2022-02-13 00:45:52
666,Souillac,-20.5167,57.5167,77.38,100,75,5.75,MU,2022-02-13 00:44:03
667,Albany,42.6001,-73.9662,34.38,67,91,1.01,US,2022-02-13 00:41:08
668,Butaritari,3.0707,172.7902,83.08,70,100,14.05,KI,2022-02-13 00:43:32
669,Bredasdorp,-34.5322,20.0403,67.32,83,97,5.75,ZA,2022-02-13 00:44:18
670,Punta Arenas,-53.15,-70.9167,51.91,62,0,11.5,CL,2022-02-13 00:41:07
671,Khatanga,71.9667,102.5,-18.24,89,71,2.71,RU,2022-02-13 00:43:31
672,Bredasdorp,-34.5322,20.0403,67.32,83,97,5.75,ZA,2022-02-13 00:44:18
673,Ponta Do Sol,32.6667,-17.1,63.23,70,0,4.45,PT,2022-02-13 00:43:48
674,Avarua,-21.2078,-159.775,78.85,73,75,4.61,CK,2022-02-13 00:43:00
675,Kavieng,-2.5744,150.7967,82.49,73,100,4.0,PG,2022-02-13 00:44:03
676,Hilo,19.7297,-155.09,78.53,71,40,9.22,US,2022-02-13 00:39:15
677,Busselton,-33.65,115.3333,68.04,50,0,10.92,AU,2022-02-13 00:43:41
678,Cidreira,-30.1811,-50.2056,74.37,81,55,19.04,BR,2022-02-13 00:45:55
679,Veraval,20.9,70.3667,67.33,35,2,8.41,IN,2022-02-13 00:45:55
680,Olenino,56.2092,33.4889,28.85,87,100,14.05,RU,2022-02-13 00:45:56
681,Husavik,66.0449,-17.3389,21.11,88,52,10.18,IS,2022-02-13 00:45:33
682,Khatanga,71.9667,102.5,-18.24,89,71,2.71,RU,2022-02-13 00:43:31
683,San Patricio,28.017,-97.5169,53.58,62,0,20.04,US,2022-02-13 00:45:56
684,Ushuaia,-54.8,-68.3,46.06,61,20,20.71,AR,2022-02-13 00:42:36
685,Busselton,-33.65,115.3333,68.04,50,0,10.92,AU,2022-02-13 00:43:41
686,Puerto Ayora,-0.7393,-90.3518,75.54,93,47,1.99,EC,2022-02-13 00:43:01
687,Mattru,7.6244,-11.8332,72.5,97,7,2.64,SL,2022-02-13 00:45:57
688,Provideniya,64.3833,-173.3,-4.5,87,10,4.16,RU,2022-02-13 00:45:58
689,Hemsedal,60.8629,8.5534,32.94,97,100,2.8,NO,2022-02-13 00:45:58
690,Hithadhoo,-0.6,73.0833,81.19,70,43,11.23,MV,2022-02-13 00:43:19
691,Hobart,-42.8794,147.3294,79.02,44,75,21.85,AU,2022-02-13 00:40:28
692,Albany,42.6001,-73.9662,34.38,67,91,1.01,US,2022-02-13 00:41:08
693,Kavaratti,10.5669,72.642,80.56,70,5,4.65,IN,2022-02-13 00:45:59
694,Vaini,-21.2,-175.2,86.16,79,20,10.36,TO,2022-02-13 00:43:58
695,New Norfolk,-42.7826,147.0587,78.66,37,100,3.78,AU,2022-02-13 00:44:41
696,Rikitea,-23.1203,-134.9692,78.84,71,0,16.82,PF,2022-02-13 00:43:00
697,Necochea,-38.5473,-58.7368,57.04,66,0,1.61,AR,2022-02-13 00:46:00
698,East London,-33.0153,27.9116,75.09,86,20,2.66,ZA,2022-02-13 00:43:56
699,Upernavik,72.7868,-56.1549,2.55,86,100,36.93,GL,2022-02-13 00:43:32
700,Brasilia De Minas,-16.2064,-44.4333,67.5,96,100,1.81,BR,2022-02-13 00:46:01
701,Atuona,-9.8,-139.0333,77.67,77,14,12.33,PF,2022-02-13 00:43:03
702,Fuerte Olimpo,-21.0415,-57.8738,75.74,78,86,4.81,PY,2022-02-13 00:46:01
703,Lagoa,39.05,-27.9833,60.75,92,100,21.03,PT,2022-02-13 00:43:51
704,Ushuaia,-54.8,-68.3,46.06,61,20,20.71,AR,2022-02-13 00:42:36
705,Puerto Ayora,-0.7393,-90.3518,75.54,93,47,1.99,EC,2022-02-13 00:43:01
706,Puerto Ayora,-0.7393,-90.3518,75.54,93,47,1.99,EC,2022-02-13 00:43:01
707,Busselton,-33.65,115.3333,68.04,50,0,10.92,AU,2022-02-13 00:43:41
708,Maldonado,-34.6667,-54.9167,63.23,88,100,15.5,UY,2022-02-13 00:41:58
709,Chuy,-33.6971,-53.4616,67.42,94,100,10.58,UY,2022-02-13 00:45:52
710,Banjar,-8.19,114.9675,84.06,92,100,2.33,ID,2022-02-13 00:46:03
711,Maloy,61.9353,5.1136,44.06,93,100,24.74,NO,2022-02-13 00:46:03
712,Richards Bay,-28.783,32.0377,71.04,90,1,9.44,ZA,2022-02-13 00:43:15
713,Jamestown,42.097,-79.2353,20.3,79,100,10.36,US,2022-02-13 00:42:47
714,Saskylakh,71.9167,114.0833,-5.85,75,49,7.74,RU,2022-02-13 00:43:11
715,Aklavik,68.2191,-135.0107,-22.97,75,75,6.91,CA,2022-02-13 00:42:19
716,Rikitea,-23.1203,-134.9692,78.84,71,0,16.82,PF,2022-02-13 00:43:00
717,Saint George,37.1041,-113.5841,66.79,10,0,0.0,US,2022-02-13 00:42:57
718,Mareeba,-17.0,145.4333,83.44,65,23,8.32,AU,2022-02-13 00:46:05
719,Plettenberg,51.2167,7.8833,34.48,87,94,5.28,DE,2022-02-13 00:46:05
720,Shache,38.4167,77.2406,33.37,40,78,4.5,CN,2022-02-13 00:46:06
721,Hermanus,-34.4187,19.2345,66.9,80,87,5.82,ZA,2022-02-13 00:43:34
722,Salinopolis,-0.6136,-47.3561,78.3,87,98,8.66,BR,2022-02-13 00:46:06
723,Bundaberg,-24.85,152.35,83.21,55,40,19.57,AU,2022-02-13 00:46:07
724,Namie,37.4833,141.0,46.96,60,100,2.95,JP,2022-02-13 00:46:07
725,Thompson,55.7435,-97.8558,-11.04,64,20,5.75,CA,2022-02-13 00:42:15
726,Punta Arenas,-53.15,-70.9167,51.91,62,0,11.5,CL,2022-02-13 00:41:07
727,Ushuaia,-54.8,-68.3,46.06,61,20,20.71,AR,2022-02-13 00:42:36
728,Hobart,-42.8794,147.3294,79.02,44,75,21.85,AU,2022-02-13 00:40:28
729,Dhaka,23.7104,90.4074,62.58,77,0,0.0,BD,2022-02-13 00:44:31
730,Honiara,-9.4333,159.95,85.41,70,97,3.27,SB,2022-02-13 00:46:09
731,Hobart,-42.8794,147.3294,79.02,44,75,21.85,AU,2022-02-13 00:40:28
732,Merauke,-8.4667,140.3333,84.78,59,8,11.18,ID,2022-02-13 00:46:09
733,Kapaa,22.0752,-159.319,79.48,66,75,12.66,US,2022-02-13 00:43:25
734,Sterling,39.0062,-77.4286,54.46,47,100,10.36,US,2022-02-13 00:43:25
735,Oranjestad,12.524,-70.027,80.55,69,20,20.71,AW,2022-02-13 00:46:10
736,Hobart,-42.8794,147.3294,79.02,44,75,21.85,AU,2022-02-13 00:40:28
737,Thompson,55.7435,-97.8558,-11.04,64,20,5.75,CA,2022-02-13 00:42:15
738,Iqaluit,63.7506,-68.5145,-22.27,69,75,6.91,CA,2022-02-13 00:44:14
739,Finschhafen,-6.6024,147.8681,82.87,74,44,2.1,PG,2022-02-13 00:46:11
740,Punta Arenas,-53.15,-70.9167,51.91,62,0,11.5,CL,2022-02-13 00:41:07
741,Kapaa,22.0752,-159.319,79.48,66,75,12.66,US,2022-02-13 00:43:25
742,Saskylakh,71.9167,114.0833,-5.85,75,49,7.74,RU,2022-02-13 00:43:11
743,Bluff,-46.6,168.3333,53.8,76,100,14.85,NZ,2022-02-13 00:43:02
744,Puerto Ayora,-0.7393,-90.3518,75.54,93,47,1.99,EC,2022-02-13 00:43:01
745,Yellowknife,62.456,-114.3525,-10.59,83,75,10.36,CA,2022-02-13 00:39:26
746,Vaini,-21.2,-175.2,86.16,79,20,10.36,TO,2022-02-13 00:43:58
747,Punta Arenas,-53.15,-70.9167,51.91,62,0,11.5,CL,2022-02-13 00:41:07
748,New Norfolk,-42.7826,147.0587,78.66,37,100,3.78,AU,2022-02-13 00:44:41
749,Coquimbo,-29.9533,-71.3436,65.88,75,0,1.34,CL,2022-02-13 00:45:17
750,Dikson,73.5069,80.5464,-4.14,87,100,25.05,RU,2022-02-13 00:43:02
751,Ushuaia,-54.8,-68.3,46.06,61,20,20.71,AR,2022-02-13 00:42:36
752,Cidreira,-30.1811,-50.2056,74.37,81,55,19.04,BR,2022-02-13 00:45:55
753,Siilinjarvi,63.0833,27.6667,14.02,92,40,2.3,FI,2022-02-13 00:46:13
754,Na Klang,17.3072,102.1889,75.79,73,90,4.68,TH,2022-02-13 00:46:14
755,Saskylakh,71.9167,114.0833,-5.85,75,49,7.74,RU,2022-02-13 00:43:11
756,Severo-Yeniseyskiy,60.3725,93.0408,-19.44,99,14,3.62,RU,2022-02-13 00:46:14
757,Nanortalik,60.1432,-45.2371,29.32,97,100,10.18,GL,2022-02-13 00:43:10
758,Mataura,-46.1927,168.8643,53.47,95,100,4.16,NZ,2022-02-13 00:43:08
759,Vaini,-21.2,-175.2,86.16,79,20,10.36,TO,2022-02-13 00:43:58
760,Lebu,-37.6167,-73.65,58.12,90,100,8.61,CL,2022-02-13 00:43:04
761,Avarua,-21.2078,-159.775,78.85,73,75,4.61,CK,2022-02-13 00:43:00
762,Yellowknife,62.456,-114.3525,-10.59,83,75,10.36,CA,2022-02-13 00:39:26
763,Busselton,-33.65,115.3333,68.04,50,0,10.92,AU,2022-02-13 00:43:41
764,Hermanus,-34.4187,19.2345,66.9,80,87,5.82,ZA,2022-02-13 00:43:34
765,San Cristobal,7.7669,-72.225,73.58,66,63,1.57,VE,2022-02-13 00:44:43
766,Pevek,69.7008,170.3133,-19.34,97,100,8.97,RU,2022-02-13 00:43:14
767,Bethel,41.3712,-73.414,50.36,59,0,10.36,US,2022-02-13 00:46:16
768,Ushuaia,-54.8,-68.3,46.06,61,20,20.71,AR,2022-02-13 00:42:36
769,Hermanus,-34.4187,19.2345,66.9,80,87,5.82,ZA,2022-02-13 00:43:34
770,Kaitangata,-46.2817,169.8464,55.92,73,100,9.91,NZ,2022-02-13 00:43:35
771,Narsaq,60.9167,-46.05,30.42,96,100,7.2,GL,2022-02-13 00:44:45
772,Rikitea,-23.1203,-134.9692,78.84,71,0,16.82,PF,2022-02-13 00:43:00
773,Porto Novo,6.4965,2.6036,82.22,84,5,7.81,BJ,2022-02-13 00:46:18
774,Northam,51.0333,-4.2167,50.41,96,100,20.51,GB,2022-02-13 00:46:18
775,Lorengau,-2.0226,147.2712,82.58,76,100,1.14,PG,2022-02-13 00:44:50
776,Challapata,-18.9,-66.7667,48.4,73,96,9.17,BO,2022-02-13 00:46:19
777,Ilulissat,69.2167,-51.1,12.22,85,100,12.66,GL,2022-02-13 00:43:19
778,Bilibino,68.0546,166.4372,-21.46,97,99,1.9,RU,2022-02-13 00:46:19
779,Mareeba,-17.0,145.4333,83.44,65,23,8.32,AU,2022-02-13 00:46:05
780,Georgetown,5.4112,100.3354,78.89,84,20,5.75,MY,2022-02-13 00:43:04
781,Rikitea,-23.1203,-134.9692,78.84,71,0,16.82,PF,2022-02-13 00:43:00
782,Namatanai,-3.6667,152.4333,84.07,70,100,3.33,PG,2022-02-13 00:45:26
783,Bhatkal,13.9667,74.5667,74.21,48,6,4.81,IN,2022-02-13 00:46:20
784,Lebu,-37.6167,-73.65,58.12,90,100,8.61,CL,2022-02-13 00:43:04
785,Qasigiannguit,68.8193,-51.1922,12.45,92,100,2.3,GL,2022-02-13 00:46:21
786,Newport,51.5877,-2.9984,50.86,91,100,1.01,GB,2022-02-13 00:42:20
787,Can,40.0333,27.0524,47.28,91,100,11.01,TR,2022-02-13 00:46:21
788,Mataura,-46.1927,168.8643,53.47,95,100,4.16,NZ,2022-02-13 00:43:08
789,Cao Bang,22.6667,106.25,54.75,96,100,2.19,VN,2022-02-13 00:46:22
790,Okhotsk,59.3833,143.3,-6.5,77,4,11.61,RU,2022-02-13 00:46:22
791,Rikitea,-23.1203,-134.9692,78.84,71,0,16.82,PF,2022-02-13 00:43:00
792,Bluff,-46.6,168.3333,53.8,76,100,14.85,NZ,2022-02-13 00:43:02
793,Nanortalik,60.1432,-45.2371,29.32,97,100,10.18,GL,2022-02-13 00:43:10
794,Arnoldstein,46.5461,13.71,33.31,91,15,0.65,AT,2022-02-13 00:46:23
795,Storsteinnes,69.2408,19.2344,17.38,82,100,6.49,NO,2022-02-13 00:46:23
796,Iwaki,37.05,140.8833,47.01,60,90,1.99,JP,2022-02-13 00:46:24
797,Hobart,-42.8794,147.3294,79.02,44,75,21.85,AU,2022-02-13 00:40:28
798,Yellowknife,62.456,-114.3525,-10.59,83,75,10.36,CA,2022-02-13 00:39:26
799,Rikitea,-23.1203,-134.9692,78.84,71,0,16.82,PF,2022-02-13 00:43:00
800,Butaritari,3.0707,172.7902,83.08,70,100,14.05,KI,2022-02-13 00:43:32
801,Clive,41.603,-93.7241,19.94,50,75,3.44,US,2022-02-13 00:44:46
802,Upernavik,72.7868,-56.1549,2.55,86,100,36.93,GL,2022-02-13 00:43:32
803,Poum,-20.2333,164.0167,81.7,73,100,5.32,NC,2022-02-13 00:46:25
804,Kapaa,22.0752,-159.319,79.48,66,75,12.66,US,2022-02-13 00:43:25
805,Yellowknife,62.456,-114.3525,-10.59,83,75,10.36,CA,2022-02-13 00:39:26
806,Bethel,41.3712,-73.414,50.36,59,0,10.36,US,2022-02-13 00:46:16
807,Jamestown,42.097,-79.2353,20.3,79,100,10.36,US,2022-02-13 00:42:47
808,Ushuaia,-54.8,-68.3,46.06,61,20,20.71,AR,2022-02-13 00:42:36
809,Ler,8.3018,30.1418,76.42,32,29,5.03,SS,2022-02-13 00:46:26
810,Kerrville,30.0474,-99.1403,45.45,41,0,6.91,US,2022-02-13 00:46:27
811,Pacific Grove,36.6177,-121.9166,82.8,53,0,4.61,US,2022-02-13 00:46:27
812,Taicheng,38.731,113.228,22.32,81,100,6.26,CN,2022-02-13 00:46:28
813,Laguna,38.421,-121.4238,77.29,42,0,5.75,US,2022-02-13 00:45:21
814,Mehran,33.1222,46.1646,58.48,51,0,5.5,IR,2022-02-13 00:46:28
815,El Tigre,8.8875,-64.2454,77.74,52,80,12.82,VE,2022-02-13 00:46:29
816,Borovoy,55.4333,86.0833,-10.12,84,60,4.47,RU,2022-02-13 00:46:29
817,Mataura,-46.1927,168.8643,53.47,95,100,4.16,NZ,2022-02-13 00:43:08
818,Dingle,10.9995,122.6711,81.46,76,92,10.45,PH,2022-02-13 00:46:02
819,Pauini,-7.7136,-66.9764,75.27,91,68,0.89,BR,2022-02-13 00:46:30
820,Cabo San Lucas,22.8909,-109.9124,78.1,54,38,3.85,MX,2022-02-13 00:41:24
821,Arraial Do Cabo,-22.9661,-42.0278,75.07,84,26,4.83,BR,2022-02-13 00:43:21
822,Parana,-31.732,-60.5238,67.57,59,21,8.05,AR,2022-02-13 00:46:31
823,Severo-Kurilsk,50.6789,156.125,24.82,74,77,7.31,RU,2022-02-13 00:46:12
824,Nanortalik,60.1432,-45.2371,29.32,97,100,10.18,GL,2022-02-13 00:43:10
825,Khatanga,71.9667,102.5,-18.24,89,71,2.71,RU,2022-02-13 00:43:31
826,Codrington,-38.2667,141.9667,85.75,25,100,14.05,AU,2022-02-13 00:44:38
827,Cairns,-16.9167,145.7667,88.07,51,40,18.41,AU,2022-02-13 00:45:05
828,Ushuaia,-54.8,-68.3,46.06,61,20,20.71,AR,2022-02-13 00:42:36
829,Aykhal,66.0,111.5,-8.9,78,14,3.89,RU,2022-02-13 00:43:42
830,Daru,-9.0763,143.2092,83.55,68,18,9.33,PG,2022-02-13 00:46:32
831,Bambous Virieux,-20.3428,57.7575,77.25,100,75,5.75,MU,2022-02-13 00:43:07
832,Bonito,-21.1211,-56.4819,82.13,52,62,6.62,BR,2022-02-13 00:46:33
833,Kapaa,22.0752,-159.319,79.48,66,75,12.66,US,2022-02-13 00:43:25
834,Cabedelo,-6.9811,-34.8339,81.27,76,49,9.35,BR,2022-02-13 00:44:09
835,Bandarbeyla,9.4942,50.8122,74.19,73,100,11.95,SO,2022-02-13 00:43:23
836,Vardo,70.3705,31.1107,26.4,67,3,16.8,NO,2022-02-13 00:43:37
837,Shimoda,34.6667,138.95,48.56,90,100,7.11,JP,2022-02-13 00:46:34
838,Coquimbo,-29.9533,-71.3436,65.88,75,0,1.34,CL,2022-02-13 00:45:17
839,Saurimo,-9.6608,20.3916,62.8,97,93,1.05,AO,2022-02-13 00:46:35
840,Ribeira Grande,38.5167,-28.7,61.57,90,100,15.39,PT,2022-02-13 00:43:00
841,Waipawa,-41.4122,175.5153,52.43,94,100,24.4,NZ,2022-02-13 00:46:35
842,Bredasdorp,-34.5322,20.0403,67.32,83,97,5.75,ZA,2022-02-13 00:44:18
843,Belmonte,-15.8631,-38.8828,81.1,83,62,4.54,BR,2022-02-13 00:44:12
844,Hobart,-42.8794,147.3294,79.02,44,75,21.85,AU,2022-02-13 00:40:28
845,Cabo San Lucas,22.8909,-109.9124,78.1,54,38,3.85,MX,2022-02-13 00:41:24
846,Strezhevoy,60.7333,77.5889,-7.02,98,11,8.55,RU,2022-02-13 00:46:37
847,Ilulissat,69.2167,-51.1,12.22,85,100,12.66,GL,2022-02-13 00:43:19
848,Avanigadda,16.0215,80.9181,71.74,95,30,5.53,IN,2022-02-13 00:46:37
849,Rikitea,-23.1203,-134.9692,78.84,71,0,16.82,PF,2022-02-13 00:43:00
850,Bambari,5.768,20.6757,77.59,24,100,2.93,CF,2022-02-13 00:46:38
851,Geraldton,-28.7667,114.6,75.61,60,0,8.05,AU,2022-02-13 00:44:08
852,Chapais,49.7834,-74.8492,-16.82,100,57,3.74,CA,2022-02-13 00:46:39
853,Hasaki,35.7333,140.8333,39.6,60,100,7.38,JP,2022-02-13 00:46:39
854,Kyaikto,17.3,97.0167,66.79,51,95,3.49,MM,2022-02-13 00:46:39
855,Sazonovo,59.0919,35.2268,30.38,97,100,9.37,RU,2022-02-13 00:46:40
856,Saldanha,-33.0117,17.9442,68.05,90,82,15.39,ZA,2022-02-13 00:44:15
857,Ushuaia,-54.8,-68.3,46.06,61,20,20.71,AR,2022-02-13 00:42:36
858,Ushuaia,-54.8,-68.3,46.06,61,20,20.71,AR,2022-02-13 00:42:36
859,Puerto Ayora,-0.7393,-90.3518,75.54,93,47,1.99,EC,2022-02-13 00:43:01
860,Nikolskoye,59.7035,30.7861,36.72,98,100,9.73,RU,2022-02-13 00:43:55
861,Meulaboh,4.1363,96.1285,77.14,85,95,5.19,ID,2022-02-13 00:46:41
862,Durban,-29.8579,31.0292,76.93,91,0,3.0,ZA,2022-02-13 00:42:52
863,Narsaq,60.9167,-46.05,30.42,96,100,7.2,GL,2022-02-13 00:44:45
864,Abha,18.2164,42.5053,53.85,54,0,8.05,SA,2022-02-13 00:46:42
865,Saint-Philippe,-21.3585,55.7679,78.35,84,2,9.08,RE,2022-02-13 00:43:38
866,Bredasdorp,-34.5322,20.0403,67.32,83,97,5.75,ZA,2022-02-13 00:44:18
867,Nelson Bay,-32.7167,152.15,75.29,68,94,1.99,AU,2022-02-13 00:46:43
868,Torbay,47.6666,-52.7314,46.27,77,75,27.63,CA,2022-02-13 00:43:36
869,Tuatapere,-46.1333,167.6833,53.82,70,100,9.46,NZ,2022-02-13 00:44:44
870,Punta Arenas,-53.15,-70.9167,51.91,62,0,11.5,CL,2022-02-13 00:41:07
871,General Roca,-39.0333,-67.5833,81.0,14,100,10.18,AR,2022-02-13 00:46:44
872,Cape Town,-33.9258,18.4232,69.89,78,0,10.36,ZA,2022-02-13 00:43:04
873,Albany,42.6001,-73.9662,34.38,67,91,1.01,US,2022-02-13 00:41:08
874,Nanortalik,60.1432,-45.2371,29.32,97,100,10.18,GL,2022-02-13 00:43:10
875,Hermanus,-34.4187,19.2345,66.9,80,87,5.82,ZA,2022-02-13 00:43:34
876,Flawil,47.4146,9.1828,35.02,68,100,4.16,CH,2022-02-13 00:46:45
877,Esperance,-33.8667,121.9,66.04,57,29,8.84,AU,2022-02-13 00:46:45
878,Namatanai,-3.6667,152.4333,84.07,70,100,3.33,PG,2022-02-13 00:45:26
879,Kapaa,22.0752,-159.319,79.48,66,75,12.66,US,2022-02-13 00:43:25
880,Pong,19.1493,100.2752,66.99,84,100,1.28,TH,2022-02-13 00:46:46
881,Talnakh,69.4865,88.3972,-8.52,75,15,9.75,RU,2022-02-13 00:43:23
882,Kralendijk,12.15,-68.2667,78.78,69,20,14.97,BQ,2022-02-13 00:46:46
883,Chokurdakh,70.6333,147.9167,-2.51,96,100,12.08,RU,2022-02-13 00:43:31
884,Bredasdorp,-34.5322,20.0403,67.32,83,97,5.75,ZA,2022-02-13 00:44:18
885,Cervo,43.6702,-7.4101,44.19,80,45,9.48,ES,2022-02-13 00:46:47
886,Pemangkat,1.1667,108.9667,78.22,85,85,6.91,ID,2022-02-13 00:46:48
887,Busselton,-33.65,115.3333,68.04,50,0,10.92,AU,2022-02-13 00:43:41
